05/05/2024 14:38:12, add, high, 223126, Racelink 223126 average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], PITSPEED_ENDU, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], 6, [400]  Q-Team VDK Racing , , 
05/05/2024 17:30:40, resolve, high, 222941, Racelink 222941 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2728 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [285]  _8KSW Racing , , 
05/05/2024 17:30:40, add, high, 222941, Racelink 222941 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [285]  _8KSW Racing , , 
05/05/2024 17:30:40, update, high, 222868, Racelink 222868 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [416]  IFAE ANDY Galvanor Financieres W , , 
05/05/2024 17:30:41, resolve, high, 222859, Racelink 222859 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2729 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [72]  Sound of Quattro , , 
05/05/2024 17:30:42, update, high, 223185, Racelink 223185 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [407]  SKR , , 
05/05/2024 17:30:42, resolve, high, 223185, Racelink 223185 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2730 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [407]  SKR , , 
05/05/2024 17:30:42, add, high, 223185, Racelink 223185 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [407]  SKR , , 
05/05/2024 17:30:43, update, high, 222962, Racelink 222962 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [278]  Acome Racing by AP , , 
05/05/2024 17:30:43, resolve, high, 223185, Racelink 223185 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2731 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [407]  SKR , , 
05/05/2024 17:30:43, resolve, high, 223278, Racelink 223278 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2731 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 20, [2]  FAMILIA GRUAU Spain , , 
05/05/2024 17:30:43, add, high, 222859, Racelink 222859 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [72]  Sound of Quattro , , 
05/05/2024 17:30:44, add, high, 223279, Racelink 223279 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 4, [142]  Oufti Racing Team , , 
05/05/2024 17:30:44, update, high, 223279, Racelink 223279 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 5, [142]  Oufti Racing Team , , 
05/05/2024 17:30:45, update, high, 222933, Racelink 222933 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [493]  Jusi Racing , , 
05/05/2024 17:30:45, update, high, 222942, Racelink 222942 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [442]  Orhes - Systemic , , 
05/05/2024 17:30:45, resolve, high, 222941, Racelink 222941 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2734 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [285]  _8KSW Racing , , 
05/05/2024 17:30:45, add, high, 223278, Racelink 223278 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 21, [2]  FAMILIA GRUAU Spain , , 
05/05/2024 17:30:46, update, high, 222859, Racelink 222859 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [72]  Sound of Quattro , , 
05/05/2024 17:30:46, resolve, high, 222942, Racelink 222942 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2734 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [442]  Orhes - Systemic , , 
05/05/2024 17:30:46, add, high, 223259, Racelink 223259 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 5, [511]  Herock Racing , , 
05/05/2024 17:30:47, add, high, 222851, Racelink 222851 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 3, [538]  Trajectus , , 
05/05/2024 17:30:50, resolve, high, 222859, Racelink 222859 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2738 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [72]  Sound of Quattro , , 
05/05/2024 17:30:50, add, high, 222912, Racelink 222912 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [529]  Ohres - Europierre - Sofrat , , 
05/05/2024 17:30:50, resolve, high, 222868, Racelink 222868 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2738 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [416]  IFAE ANDY Galvanor Financieres W , , 
05/05/2024 17:30:50, add, high, 222977, Racelink 222977 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [18]  DPW Racing , , 
05/05/2024 17:30:51, resolve, high, 223259, Racelink 223259 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2740 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 5, [511]  Herock Racing , , 
05/05/2024 17:30:52, update, high, 223279, Racelink 223279 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [142]  Oufti Racing Team , , 
05/05/2024 17:30:53, resolve, high, 222933, Racelink 222933 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2741 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [493]  Jusi Racing , , 
05/05/2024 17:30:54, update, high, 222851, Racelink 222851 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 4, [538]  Trajectus , , 
05/05/2024 17:30:55, resolve, high, 222912, Racelink 222912 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2743 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [529]  Ohres - Europierre - Sofrat , , 
05/05/2024 17:30:55, resolve, high, 222851, Racelink 222851 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2743 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 4, [538]  Trajectus , , 
05/05/2024 17:30:56, update, high, 222962, Racelink 222962 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [278]  Acome Racing by AP , , 
05/05/2024 17:30:56, resolve, high, 222962, Racelink 222962 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2744 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [278]  Acome Racing by AP , , 
05/05/2024 17:30:56, add, high, 223254, Racelink 223254 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [281]  SP Consulting bySRS , , 
05/05/2024 17:30:57, resolve, high, 223278, Racelink 223278 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2745 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 21, [2]  FAMILIA GRUAU Spain , , 
05/05/2024 17:30:57, resolve, high, 223254, Racelink 223254 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2745 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [281]  SP Consulting bySRS , , 
05/05/2024 17:30:59, add, high, 223244, Racelink 223244 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 18, [519]  Redele Eurodatacar , , 
05/05/2024 17:31:00, update, high, 222977, Racelink 222977 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 13, [18]  DPW Racing , , 
05/05/2024 17:31:02, resolve, high, 223244, Racelink 223244 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2750 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 18, [519]  Redele Eurodatacar , , 
05/05/2024 17:31:02, add, high, 222953, Racelink 222953 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 18, [423]  Orhes - Motul - Miti , , 
05/05/2024 17:31:04, update, high, 223279, Racelink 223279 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [142]  Oufti Racing Team , , 
05/05/2024 17:31:04, add, high, 222878, Racelink 222878 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 18, [161]  Orhes Motul Miti , , 
05/05/2024 17:31:05, add, high, 223133, Racelink 223133 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 5, [481]  M3M , , 
05/05/2024 17:31:08, resolve, high, 223133, Racelink 223133 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2756 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 5, [481]  M3M , , 
05/05/2024 17:31:08, resolve, high, 222977, Racelink 222977 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2756 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 13, [18]  DPW Racing , , 
05/05/2024 17:31:08, add, high, 222977, Racelink 222977 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 13, [18]  DPW Racing , , 
05/05/2024 17:31:10, update, high, 222878, Racelink 222878 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [161]  Orhes Motul Miti , , 
05/05/2024 17:31:11, update, high, 222953, Racelink 222953 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [423]  Orhes - Motul - Miti , , 
05/05/2024 17:31:13, add, high, 222927, Racelink 222927 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [255]  DZ Racing By Acome , , 
05/05/2024 17:31:13, resolve, high, 223279, Racelink 223279 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2761 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [142]  Oufti Racing Team , , 
05/05/2024 17:31:15, add, high, 222901, Racelink 222901 average speed of 5 second(s) is above 53 kph in areas [Pit Inter], PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 15, [428]  BR Team , , 
05/05/2024 17:31:15, resolve, high, 222901, Racelink 222901  no longer in areas [Pit Inter] Total violation time: 2763 seconds., PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 15, [428]  BR Team , , 
05/05/2024 17:31:15, resolve, high, 222878, Racelink 222878 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2764 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [161]  Orhes Motul Miti , , 
05/05/2024 17:31:16, update, high, 222977, Racelink 222977 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [18]  DPW Racing , , 
05/05/2024 17:31:17, add, high, 213221, Racelink 213221 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [414]  Schumacher by AC Motorsport , , 
05/05/2024 17:31:17, resolve, high, 222953, Racelink 222953 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2766 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [423]  Orhes - Motul - Miti , , 
05/05/2024 17:31:19, resolve, high, 222927, Racelink 222927 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2768 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [255]  DZ Racing By Acome , , 
05/05/2024 17:31:20, add, high, 222927, Racelink 222927 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [255]  DZ Racing By Acome , , 
05/05/2024 17:31:20, update, high, 213221, Racelink 213221 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [414]  Schumacher by AC Motorsport , , 
05/05/2024 17:31:20, resolve, high, 222927, Racelink 222927 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2768 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [255]  DZ Racing By Acome , , 
05/05/2024 17:31:20, resolve, high, 213221, Racelink 213221 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2769 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [414]  Schumacher by AC Motorsport , , 
05/05/2024 17:31:21, add, high, 213185, Racelink 213185 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [888]  SP Consulting by SRS , , 
05/05/2024 17:31:23, add, high, 225526, Racelink 225526 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 18, [403]  Milo Racing , , 
05/05/2024 17:31:25, resolve, high, 222977, Racelink 222977 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2773 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 14, [18]  DPW Racing , , 
05/05/2024 17:31:27, update, high, 213185, Racelink 213185 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [888]  SP Consulting by SRS , , 
05/05/2024 17:31:27, resolve, high, 213185, Racelink 213185 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2775 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [888]  SP Consulting by SRS , , 
05/05/2024 17:31:27, resolve, high, 225526, Racelink 225526 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2776 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 18, [403]  Milo Racing , , 
05/05/2024 17:31:27, add, high, 223059, Racelink 223059 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 3, [506]  No Limit Racing , , 
05/05/2024 17:31:28, add, high, 223278, Racelink 223278 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 3, [2]  FAMILIA GRUAU Spain , , 
05/05/2024 17:31:31, add, high, 222878, Racelink 222878 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 20, [161]  Orhes Motul Miti , , 
05/05/2024 17:31:31, add, high, 222953, Racelink 222953 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 20, [423]  Orhes - Motul - Miti , , 
05/05/2024 17:31:32, update, high, 223278, Racelink 223278 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 4, [2]  FAMILIA GRUAU Spain , , 
05/05/2024 17:31:32, resolve, high, 223059, Racelink 223059 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2780 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 3, [506]  No Limit Racing , , 
05/05/2024 17:31:32, add, high, 222898, Racelink 222898 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [38]  JAPP by AC Motorsport , , 
05/05/2024 17:31:33, add, high, 222855, Racelink 222855 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 3, [509]  Sans aucun doute , , 
05/05/2024 17:31:33, resolve, high, 222878, Racelink 222878 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2781 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 20, [161]  Orhes Motul Miti , , 
05/05/2024 17:31:34, resolve, high, 223278, Racelink 223278 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2782 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 4, [2]  FAMILIA GRUAU Spain , , 
05/05/2024 17:31:35, resolve, high, 222898, Racelink 222898 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2783 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [38]  JAPP by AC Motorsport , , 
05/05/2024 17:31:35, resolve, high, 222953, Racelink 222953 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2783 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 20, [423]  Orhes - Motul - Miti , , 
05/05/2024 17:31:35, resolve, high, 222855, Racelink 222855 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2783 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 3, [509]  Sans aucun doute , , 
05/05/2024 17:31:41, add, high, 225530, Racelink 225530 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 18, [404]  MILO Racing , , 
05/05/2024 17:31:42, resolve, high, 225530, Racelink 225530 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2790 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 18, [404]  MILO Racing , , 
05/05/2024 17:31:43, add, high, 222851, Racelink 222851 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [538]  Trajectus , , 
05/05/2024 17:31:49, update, high, 222851, Racelink 222851 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [538]  Trajectus , , 
05/05/2024 17:31:50, add, high, 223278, Racelink 223278 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 5, [2]  FAMILIA GRUAU Spain , , 
05/05/2024 17:31:53, add, high, 223059, Racelink 223059 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 5, [506]  No Limit Racing , , 
05/05/2024 17:31:54, resolve, high, 223059, Racelink 223059 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2802 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 5, [506]  No Limit Racing , , 
05/05/2024 17:31:54, add, high, 222897, Racelink 222897 average speed of 5 second(s) is above 53 kph in areas [Pit Inter], PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 20, [316]  Currus Racing , , 
05/05/2024 17:31:54, resolve, high, 222897, Racelink 222897  no longer in areas [Pit Inter] Total violation time: 2802 seconds., PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 20, [316]  Currus Racing , , 
05/05/2024 17:31:56, resolve, high, 222851, Racelink 222851 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2804 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [538]  Trajectus , , 
05/05/2024 17:31:56, add, high, 222855, Racelink 222855 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 4, [509]  Sans aucun doute , , 
05/05/2024 17:31:57, update, high, 222855, Racelink 222855 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 5, [509]  Sans aucun doute , , 
05/05/2024 17:31:58, add, high, 222942, Racelink 222942 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [442]  Orhes - Systemic , , 
05/05/2024 17:31:59, update, high, 223278, Racelink 223278 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [2]  FAMILIA GRUAU Spain , , 
